subref	form	norm	lemma	tag	curated
1.1@BΙBΛΟΣ	BΙBΛΟΣ	bιbλος			n
1.1@λόγων	λόγων	λόγων			n
1.1@Τωβεὶτ	Τωβεὶτ	τωβείτ			n
1.1@τοῦ	τοῦ	τοῦ			n
1.1@Τωβιὴλ	Τωβιὴλ	τωβιήλ			n
1.1@τοῦ[2]	τοῦ	τοῦ			n
1.1@Ἁνανιὴλ	Ἁνανιὴλ	ἁνανιήλ			n
1.1@τοῦ[3]	τοῦ	τοῦ			n
1.1@Ἀδουὴλ	Ἀδουὴλ	ἀδουήλ			n
1.1@τοῦ[4]	τοῦ	τοῦ			n
1.1@B[3]	B	b			n
1.1@Γαβαήλ	Γαβαήλ	γαβαήλ			n
1.1@ἐκ	ἐκ	ἐκ			n
1.1@τοῦ[5]	τοῦ	τοῦ			n
1.1@σπέρματος	σπέρματος	σπέρματος			n
1.1@Ἀσιήλ	Ἀσιήλ	ἀσιήλ			n
1.1@ἐκ[2]	ἐκ	ἐκ			n
1.1@τῆς	τῆς	τῆς			n
1.1@φυλῆς	φυλῆς	φυλῆς			n
1.1@Νεφθαλείμ	Νεφθαλείμ	νεφθαλείμ			n
1.2@ὃς	ὃς	ὅς			n
1.2@ᾐχμαλωτεύθη	ᾐχμαλωτεύθη	ᾐχμαλωτεύθη			n
1.2@ἐν	ἐν	ἐν			n
1.2@ἡμέραις	ἡμέραις	ἡμέραις			n
1.2@Ἐνεμεσσάρου	Ἐνεμεσσάρου	ἐνεμεσσάρου			n
1.2@τοῦ	τοῦ	τοῦ			n
1.2@βασιλέως	βασιλέως	βασιλέως			n
1.2@Ἀσσυρίων	Ἀσσυρίων	ἀσσυρίων			n
1.2@ἐκ	ἐκ	ἐκ			n
1.2@Θίσβης	Θίσβης	θίσβης			n
1.2@ἥ	ἥ	ἥ			n
1.2@ἐστιν	ἐστιν	ἐστίν			n
1.2@ἐκ[2]	ἐκ	ἐκ			n
1.2@δεξιῶν	δεξιῶν	δεξιῶν			n
1.2@Κυδιὼς	Κυδιὼς	κυδιώς			n
1.2@τῆς	τῆς	τῆς			n
1.2@Νεφθαλεὶμ	Νεφθαλεὶμ	νεφθαλείμ			n
1.2@ἐν[2]	ἐν	ἐν			n
1.2@τῇ	τῇ	τῇ			n
1.2@Γαλειλαίᾳ	Γαλειλαίᾳ	γαλειλαίᾳ			n
1.2@ὑπεράνω	ὑπεράνω	ὑπεράνω			n
1.2@Ἀσήρ	Ἀσήρ	ἀσήρ			n
1.3@Ἐγὼ	Ἐγὼ	ἐγώ			n
1.3@Τωβεὶτ	Τωβεὶτ	τωβείτ			n
1.3@ὁδοῖς	ὁδοῖς	ὁδοῖς			n
1.3@ἀληθείας	ἀληθείας	ἀληθείας			n
1.3@ἐπορευόμην	ἐπορευόμην	ἐπορευόμην			n
1.3@καὶ	καὶ	καί			n
1.3@δικαιοσύνῃ	δικαιοσύνῃ	δικαιοσύνῃ			n
1.3@πάσας	πάσας	πάσας			n
1.3@τὰς	τὰς	τάς			n
1.3@ἡμέρας	ἡμέρας	ἡμέρας			n
1.3@τῆς	τῆς	τῆς			n
1.3@ζωῆς	ζωῆς	ζωῆς			n
1.3@μου	μου	μου			n
1.3@καὶ[2]	καὶ	καί			n
1.3@ἐλεημοσύνας	ἐλεημοσύνας	ἐλεημοσύνας			n
1.3@πολλὰς	πολλὰς	πολλάς			n
1.3@ἐποίησα	ἐποίησα	ἐποίησα			n
1.3@τοῖς	τοῖς	τοῖς			n
1.3@ἀδελφοῖς	ἀδελφοῖς	ἀδελφοῖς			n
1.3@μου[2]	μου	μου			n
1.3@καὶ[3]	καὶ	καί			n
1.3@τῷ	τῷ	τῷ			n
1.3@ἔθνει	ἔθνει	ἔθνει			n
1.3@τοῖς[2]	τοῖς	τοῖς			n
1.3@προπορευθεῖσιν	προπορευθεῖσιν	προπορευθεῖσιν			n
1.3@μετ	μετ	μετ			n
1.3@ἐμοῦ	ἐμοῦ	ἐμοῦ			n
1.3@εἰς	εἰς	εἰς			n
1.3@χώραν	χώραν	χώραν			n
1.3@Ἀσσυρίων	Ἀσσυρίων	ἀσσυρίων			n
1.3@εἰς[2]	εἰς	εἰς			n
1.3@Νινευή	Νινευή	νινευή			n
1.4@καὶ	καὶ	καί			n
1.4@ὅτε	ὅτε	ὅτε			n
1.4@ἤμην	ἤμην	ἤμην			n
1.4@ἐν	ἐν	ἐν			n
1.4@τῇ	τῇ	τῇ			n
1.4@χώρᾳ	χώρᾳ	χώρᾳ			n
1.4@μου	μου	μου			n
1.4@ἐν[2]	ἐν	ἐν			n
1.4@τῇ[2]	τῇ	τῇ			n
1.4@γῇ	γῇ	γῇ			n
1.4@Ἰσραήλ	Ἰσραήλ	ἰσραήλ			n
1.4@νεωτέρου	νεωτέρου	νεωτέρου			n
1.4@μου[2]	μου	μου			n
1.4@ὄντος	ὄντος	ὄντος			n
1.4@πᾶσα	πᾶσα	πᾶσα			n
1.4@φυλὴ	φυλὴ	φυλή			n
1.4@τοῦ	τοῦ	τοῦ			n
1.4@Νεφθαλεὶμ	Νεφθαλεὶμ	νεφθαλείμ			n
1.4@τοῦ[2]	τοῦ	τοῦ			n
1.4@πατρός	πατρός	πατρός			n
1.4@μου[3]	μου	μου			n
1.4@ἀπέστη	ἀπέστη	ἀπέστη			n
1.4@ἀπὸ	ἀπὸ	ἀπό			n
1.4@τοῦ[3]	τοῦ	τοῦ			n
1.4@οἴκου	οἴκου	οἴκου			n
1.4@Ἰεροσολύμων	Ἰεροσολύμων	ἰεροσολύμων			n
