subref	form	norm	lemma	tag	curated
1@Si	Si	si			n
1@uetera	uetera	uetera			n
1@fidei	fidei	fidei			n
1@exempla	exempla	exempla			n
1@et[2]	et	et			n
1@Dei	Dei	dei			n
1@gratiam	gratiam	gratiam			n
1@testificantia	testificantia	testificantia			n
1@et[3]	et	et			n
1@aedificationem	aedificationem	aedificationem			n
1@hominis	hominis	hominis			n
1@operantia	operantia	operantia			n
1@propterea	propterea	propterea			n
1@in[2]	in	in			n
1@litteris	litteris	litteris			n
1@sunt	sunt	sunt			n
1@digesta	digesta	digesta			n
1@ut	ut	ut			n
1@lectione	lectione	lectione			n
1@eorum	eorum	eorum			n
1@quasi	quasi	quasi			n
1@repraesentatione	repraesentatione	repraesentatione			n
1@rerum	rerum	rerum			n
1@et[4]	et	et			n
1@Deus	Deus	deus			n
1@honoretur	honoretur	honoretur			n
1@et[6]	et	et			n
1@homo	homo	homo			n
1@confortetur	confortetur	confortetur			n
1@cur	cur	cur			n
1@non	non	non			n
1@et[8]	et	et			n
1@noua	noua	noua			n
1@documenta	documenta	documenta			n
1@aeque	aeque	aeque			n
1@utrique	utrique	utrique			n
1@causae	causae	causae			n
1@conuenientia	conuenientia	conuenientia			n
1@et[9]	et	et			n
1@digerantur	digerantur	digerantur			n
1@uel	uel	uel			n
1@quia	quia	quia			n
1@proinde	proinde	proinde			n
1@et[10]	et	et			n
1@haec	haec	haec			n
1@uetera[2]	uetera	uetera			n
1@futura	futura	futura			n
1@quandoque	quandoque	quandoque			n
1@sunt[2]	sunt	sunt			n
1@et[12]	et	et			n
1@necessaria	necessaria	necessaria			n
1@posteris	posteris	posteris			n
1@si[2]	si	si			n
1@in[4]	in	in			n
1@praesenti	praesenti	praesenti			n
1@suo	suo	suo			n
1@tempore	tempore	tempore			n
1@minori	minori	minori			n
1@deputantur	deputantur	deputantur			n
1@auctoritati	auctoritati	auctoritati			n
1@propter[2]	propter	propter			n
1@praesumptam	praesumptam	praesumptam			n
1@uenerationem	uenerationem	uenerationem			n
1@antquitatis	antquitatis	antquitatis			n
1@sed	sed	sed			n
1@uiderint	uiderint	uiderint			n
1@qui[3]	qui	qui			n
1@unam	unam	unam			n
1@uirtutem	uirtutem	uirtutem			n
1@Spiritus	Spiritus	spiritus			n
1@unius	unius	unius			n
1@Sancti	Sancti	sancti			n
1@pro[4]	pro	pro			n
1@aetatibus	aetatibus	aetatibus			n
1@iudicent	iudicent	iudicent			n
1@temporum	temporum	temporum			n
1@cum[2]	cum	cum			n
1@maiora	maiora	maiora			n
1@reputanda	reputanda	reputanda			n
1@sunt[3]	sunt	sunt			n
1@nouitiora	nouitiora	nouitiora			n
1@quaeque	quaeque	quaeque			n
1@ut[7]	ut	ut			n
1@nouissimiora	nouissimiora	nouissimiora			n
