subref	form	norm	lemma	tag	curated
5.23@συνεπινεύει	συνεπινεύει	συνεπινεύει			n
5.23@ἡ	ἡ	ἡ			n
5.23@δʼ	δʼ	δʼ			n
5.23@ἔφη	ἔφη	ἔφη			n
5.23@παῖς	παῖς	παῖς			n
5.23@μὲν	μὲν	μέν			n
5.23@οὖσα	οὖσα	οὖσα			n
5.23@ἔμαθον	ἔμαθον	ἔμαθον			n
5.23@τῷ	τῷ	τῷ			n
5.23@πατρὶ	πατρὶ	πατρί			n
5.23@πείθεσθαι	πείθεσθαι	πείθεσθαι			n
5.23@καὶ	καὶ	καί			n
5.23@τοῦτο	τοῦτο	τοῦτο			n
5.23@ἔπραξα	ἔπραξα	ἔπραξα			n
5.23@γυνὴ	γυνὴ	γυνή			n
5.23@δὲ	δὲ	δέ			n
5.23@γενομένη	γενομένη	γενομένη			n
5.23@τῷ[2]	τῷ	τῷ			n
5.23@ἀνδρί	ἀνδρί	ἀνδρί			n
5.23@εἰ[2]	εἰ	εἰ			n
5.23@οὖν	οὖν	οὖν			n
5.23@δίκαιά	δίκαιά	δίκαια			n
5.23@με	με	με			n
5.23@παρακαλεῖ	παρακαλεῖ	παρακαλεῖ			n
5.23@τούτῳ	τούτῳ	τούτῳ			n
5.23@φανερὸν	φανερὸν	φανερόν			n
5.23@ποιησάτω	ποιησάτω	ποιησάτω			n
5.23@πρῶτον	πρῶτον	πρῶτον			n
5.24@παρθένος	παρθένος	παρθένος			n
5.24@πενιχρὰ	πενιχρὰ	πενιχρά			n
5.24@ἐρωτηθεῖσα	ἐρωτηθεῖσα	ἐρωτηθεῖσα			n
5.24@τίνα	τίνα	τίνα			n
5.24@δίδωσι	δίδωσι	δίδωσι			n
5.24@τῷ	τῷ	τῷ			n
5.24@γαμοῦντι	γαμοῦντι	γαμοῦντι			n
5.24@προῖκα	προῖκα	προῖκα			n
5.24@τὴν	τὴν	τήν			n
5.24@πάτριον	πάτριον	πάτριον			n
5.24@ἔφη	ἔφη	ἔφη			n
5.24@σωφροσύνην	σωφροσύνην	σωφροσύνην			n
5.25@Λάκαινα	Λάκαινα	λάκαινα			n
5.25@ἐρωτηθεῖσα	ἐρωτηθεῖσα	ἐρωτηθεῖσα			n
5.25@εἰ	εἰ	εἰ			n
5.25@τἀνδρὶ	τἀνδρὶ	τἀνδρί			n
5.25@τἀνδρὶ[2]	τἀνδρὶ	τἀνδρί			n
5.25@A	A	a			n
5.25@Platt	Platt	platt			n
5.25@as	as	as			n
5.25@in	in	in			n
5.25@Moralia	Moralia	moralia			n
5.25@140	140	140			n
5.25@c	c	c			n
5.25@ἀνδρὶ[3]	ἀνδρὶ	ἀνδρί			n
5.25@mss	mss	mss			n
5.25@προσελήλυθεν	προσελήλυθεν	προσελήλυθεν			n
5.25@οὐκ	οὐκ	οὐ			n
5.25@ἐγώ	ἐγώ	ἐγώ			n
5.25@εἶπεν	εἶπεν	εἶπεν			n
5.25@ἀλλʼ	ἀλλʼ	ἀλλʼ			n
5.25@ὁ	ὁ	ὁ			n
5.25@ἀνὴρ	ἀνὴρ	ἀνήρ			n
5.25@ἐμοί	ἐμοί	ἐμοί			n
5.26@κρύφα	κρύφα	κρύφα			n
5.26@τις	τις	τὶς			n
5.26@διαπαρθενευθεῖσα	διαπαρθενευθεῖσα	διαπαρθενευθεῖσα			n
5.26@καὶ	καὶ	καί			n
5.26@διαφθείρασα	διαφθείρασα	διαφθείρασα			n
5.26@τὸ	τὸ	τό			n
5.26@βρέφος	βρέφος	βρέφος			n
5.26@οὕτως	οὕτως	οὕτως			n
5.26@ἐνεκαρτέρησε	ἐνεκαρτέρησε	ἐνεκαρτέρησε			n
5.26@μηδεμίαν	μηδεμίαν	μηδεμίαν			n
5.26@προενεγκαμένη	προενεγκαμένη	προενεγκαμένη			n
5.26@φωνήν	φωνήν	φωνήν			n
5.26@ὥστε	ὥστε	ὥστε			n
5.26@καὶ[2]	καὶ	καί			n
5.26@τὸν	τὸν	τόν			n
5.26@πατέρα	πατέρα	πατέρα			n
5.26@καὶ[3]	καὶ	καί			n
5.26@ἄλλους	ἄλλους	ἄλλους			n
5.26@πλησίον	πλησίον	πλησίον			n
5.26@ὄντας	ὄντας	ὄντας			n
5.26@λαθεῖν	λαθεῖν	λαθεῖν			n
5.26@ἀποκυήσασα	ἀποκυήσασα	ἀποκυήσασα			n
5.26@τὸ[3]	τὸ	τό			n
5.26@γὰρ	γὰρ	γάρ			n
5.26@μέγεθος	μέγεθος	μέγεθος			n
5.26@τῶν	τῶν	τῶν			n
5.26@ἀλγηδόνων	ἀλγηδόνων	ἀλγηδόνων			n
5.26@τῇ	τῇ	τῇ			n
5.26@εὐσχημοσύνῃ	εὐσχημοσύνῃ	εὐσχημοσύνῃ			n
5.26@τὸ[4]	τὸ	τό			n
5.26@ἄσχημον	ἄσχημον	ἄσχημον			n
5.26@προσπεσὸν	προσπεσὸν	προσπεσόν			n
5.26@ἐνίκησε	ἐνίκησε	ἐνίκησε			n
5.27@Λάκαινα	Λάκαινα	λάκαινα			n
5.27@πιπρασκομένη	πιπρασκομένη	πιπρασκομένη			n
5.27@καὶ	καὶ	καί			n
5.27@ἐρωτωμένη	ἐρωτωμένη	ἐρωτωμένη			n
5.27@τί	τί	τί			n
5.27@ἐπίσταται	ἐπίσταται	ἐπίσταται			n
5.27@ἔφη	ἔφη	ἔφη			n
5.27@πιστὰ	πιστὰ	πιστά			n
5.27@ἦμεν	ἦμεν	ἦμεν			n
5.28@ἄλλη	ἄλλη	ἄλλη			n
5.28@αἰχμαλωτευθεῖσα	αἰχμαλωτευθεῖσα	αἰχμαλωτευθεῖσα			n
5.28@καὶ	καὶ	καί			n
5.28@ἐρωτωμένη	ἐρωτωμένη	ἐρωτωμένη			n
5.28@παραπλησίως	παραπλησίως	παραπλησίως			n
5.28@εὖ	εὖ	εὖ			n
5.28@οἰκεῖν	οἰκεῖν	οἰκεῖν			n
5.28@οἶκον	οἶκον	οἶκον			n
5.28@ἔφη	ἔφη	ἔφη			n
5.29@ἐρωτηθεῖσά	ἐρωτηθεῖσά	ἐρωτηθεῖσα			n
5.29@τις	τις	τὶς			n
5.29@ὑπό	ὑπό	ὑπό			n
5.29@τινος	τινος	τινός			n
5.29@εἰ	εἰ	εἰ			n
5.29@ἔσται	ἔσται	ἔσται			n
5.29@ἀγαθή	ἀγαθή	ἀγαθή			n
5.29@ἂν	ἂν	ἄν			n
5.29@αὐτὴν	αὐτὴν	αὐτήν			n
5.29@ἀγοράσῃ	ἀγοράσῃ	ἀγοράσῃ			n
5.29@εἶπε	εἶπε	εἶπε			n
5.29@κἂν	κἂν	κἄν			n
5.29@μὴ	μὴ	μή			n
5.29@ἀγοράσῃς	ἀγοράσῃς	ἀγοράσῃς			n
5.30@ἄλλη	ἄλλη	ἄλλη			n
5.30@πιπρασκομένη	πιπρασκομένη	πιπρασκομένη			n
5.30@τοῦ	τοῦ	τοῦ			n
5.30@κήρυκος	κήρυκος	κήρυκος			n
5.30@πυνθανομένου	πυνθανομένου	πυνθανομένου			n
5.30@τί	τί	τί			n
5.30@ἐπίσταται	ἐπίσταται	ἐπίσταται			n
5.30@ἐλευθέρα	ἐλευθέρα	ἐλευθέρα			n
5.30@εἶπεν	εἶπεν	εἶπεν			n
5.30@ἦμεν	ἦμεν	ἦμεν			n
5.30@νὡς	νὡς	νὡς			n
5.30@δὲ	δὲ	δέ			n
5.30@ὁ	ὁ	ὁ			n
5.30@ὠνησάμενος	ὠνησάμενος	ὠνησάμενος			n
5.30@προσέταττέ	προσέταττέ	προσέταττε			n
5.30@τινα	τινα	τινά			n
5.30@αὐτῇ	αὐτῇ	αὐτῇ			n
5.30@οὐχ	οὐχ	οὐ			n
5.30@ἁρμόζοντα	ἁρμόζοντα	ἁρμόζοντα			n
5.30@ἐλευθέρᾳ	ἐλευθέρᾳ	ἐλευθέρᾳ			n
5.30@εἰποῦσα	εἰποῦσα	εἰποῦσα			n
5.30@οἰμώξῃ	οἰμώξῃ	οἰμώξῃ			n
5.30@φθονήσας	φθονήσας	φθονήσας			n
5.30@σεαυτῷ	σεαυτῷ	σεαυτῷ			n
5.30@τοιούτου	τοιούτου	τοιούτου			n
5.30@κτήματος	κτήματος	κτήματος			n
5.30@ἐξήγαγεν	ἐξήγαγεν	ἐξήγαγεν			n
5.30@ἑαυτήν	ἑαυτήν	ἑαυτήν			n
