subref	form	norm	lemma	tag	curated
1@ΠΕΡΙ	ΠΕΡΙ	περι			n
1@ΚΟΣΜΟΥ	ΚΟΣΜΟΥ	κοσμου			n
1@ΠΡΟΣ	ΠΡΟΣ	προς			n
1@ΑΛΕΞΑΝΔΡΟΝ	ΑΛΕΞΑΝΔΡΟΝ	αλεξανδρον			n
1@ΠΟΛΛΑΚΙΣ	ΠΟΛΛΑΚΙΣ	πολλακις			n
1@μὲν	μὲν	μέν	μέν		n
1@ἔμοιγε	ἔμοιγε	ἔμοιγε			n
1@θεῖόν	θεῖόν	θεῖον	θεῖος		n
1@τι	τι	τὶ			n
1@καὶ	καὶ	καί	καί		n
1@δαιμόνιον	δαιμόνιον	δαιμόνιον	δαιμόνιος		n
1@ὄντως	ὄντως	ὄντως	ὄντως		n
1@χρῆμα	χρῆμα	χρῆμα	χρῆμα		n
1@ὦ	ὦ	ὦ	ὦ		n
1@Ἀλέξανδρε	Ἀλέξανδρε	ἀλέξανδρε	Ἀλέξανδρος		n
1@ἡ	ἡ	ἡ	ὁ		n
1@φιλοσοφία	φιλοσοφία	φιλοσοφία	φιλοσοφία		n
1@ἔδοξεν	ἔδοξεν	ἔδοξεν	δοκέω		n
1@εἶναι	εἶναι	εἶναι	εἰμί		n
1@μάλιστα	μάλιστα	μάλιστα	μάλιστα		n
1@δὲ	δὲ	δέ	δέ		n
1@ἐν	ἐν	ἐν	ἐν		n
1@οἷς	οἷς	οἷς	ὅς		n
1@μόνη	μόνη	μόνη	μόνος		n
1@διαραμένη	διαραμένη	διαραμένη			n
1@πρὸς	πρὸς	πρός	πρός		n
1@τὴν	τὴν	τήν	ὁ		n
1@τῶν	τῶν	τῶν	ὁ		n
1@ὅλων	ὅλων	ὅλων	ὅλος		n
1@θέαν	θέαν	θέαν	θέα		n
1@ἐσπούδασε	ἐσπούδασε	ἐσπούδασε	σπουδάζω		n
1@γνῶναι	γνῶναι	γνῶναι	γιγνώσκω		n
1@τὴν[2]	τὴν	τήν	ὁ		n
1@ἐν[2]	ἐν	ἐν	ἐν		n
1@αὐτοῖς	αὐτοῖς	αὐτοῖς	αὐτός		n
1@ἀλήθειαν	ἀλήθειαν	ἀλήθειαν	ἀλήθεια		n
1@καὶ[2]	καὶ	καί	καί		n
1@τῶν[2]	τῶν	τῶν	ὁ		n
1@ἄλλων	ἄλλων	ἄλλων			n
1@ταύτης	ταύτης	ταύτης	οὗτος		n
1@ἀποστάντων	ἀποστάντων	ἀποστάντων	ἀφίστημι		n
1@διὰ	διὰ	διά	διά		n
1@τὸ	τὸ	τό	ὁ		n
1@ὕψος	ὕψος	ὕψος	ὕψος		n
1@καὶ[3]	καὶ	καί	καί		n
1@τὸ[2]	τὸ	τό	ὁ		n
1@μέγεθος	μέγεθος	μέγεθος	μέγεθος		n
1@αὕτη	αὕτη	αὕτη	οὗτος		n
1@τὸ[3]	τὸ	τό	ὁ		n
1@πρᾶγμα	πρᾶγμα	πρᾶγμα	πρᾶγμα		n
1@οὐκ	οὐκ	οὐ	οὐ		n
1@ἔδεισεν	ἔδεισεν	ἔδεισεν	δείδω		n
1@οὐδ	οὐδ	οὐδ			n
1@αὑτὴν	αὑτὴν	αὑτήν	οὐδέ		n
1@τῶν[3]	τῶν	τῶν	ὁ		n
1@καλλίστων	καλλίστων	καλλίστων	καλός		n
1@ἀπηξίωσεν	ἀπηξίωσεν	ἀπηξίωσεν	ἀπαξιόω		n
1@ἀλλὰ	ἀλλὰ	ἀλλά	ἀλλά		n
1@καὶ[4]	καὶ	καί	καί		n
1@συγγενεστάτην	συγγενεστάτην	συγγενεστάτην			n
1@ἑαυτῇ	ἑαυτῇ	ἑαυτῇ			n
1@καὶ[5]	καὶ	καί	καί		n
1@μάλιστα[2]	μάλιστα	μάλιστα	μάλιστα		n
1@πρέπουσαν	πρέπουσαν	πρέπουσαν	πρέπω		n
1@ἐνόμισεν	ἐνόμισεν	ἐνόμισεν	νομίζω		n
1@εἶναι[2]	εἶναι	εἶναι	εἰμί		n
1@τὴν[4]	τὴν	τήν	ὁ		n
1@ἐκείνων	ἐκείνων	ἐκείνων	ἐκεῖνος		n
1@μάθησιν	μάθησιν	μάθησιν	μάθησις		n
1@Ἐπειδὴ	Ἐπειδὴ	ἐπειδή			n
1@γὰρ	γὰρ	γάρ	γάρ		n
1@οὐχ	οὐχ	οὐ	οὐ		n
1@οἷόν	οἷόν	οἷον			n
1@τε	τε	τέ	τε		n
1@ἦν	ἦν	ἦν	εἰμί		n
1@τῷ	τῷ	τῷ	τῷ		n
1@σώματι	σώματι	σώματι	σῶμα		n
1@εἰς	εἰς	εἰς	εἰς		n
1@τὸν	τὸν	τόν	ὁ		n
1@οὐράνιον	οὐράνιον	οὐράνιον	οὐράνιος		n
1@ἀφικέσθαι	ἀφικέσθαι	ἀφικέσθαι	ἀφικνέομαι		n
1@τόπον	τόπον	τόπον	τόπος		n
1@καὶ[6]	καὶ	καί	καί		n
1@τὴν[5]	τὴν	τήν	ὁ		n
1@γῆν	γῆν	γῆν	γῆ		n
1@ἐκλιπόντα	ἐκλιπόντα	ἐκλιπόντα	ἐκλείπω		n
1@τὸν[2]	τὸν	τόν	ὁ		n
1@οὐράνιον[2]	οὐράνιον	οὐράνιον	οὐράνιος		n
1@ἐκεῖνον	ἐκεῖνον	ἐκεῖνον	ἐκεῖνος		n
1@χῶρον	χῶρον	χῶρον	χῶρος		n
1@κατοπτεῦσαι	κατοπτεῦσαι	κατοπτεῦσαι	κατοπτεύω		n
1@καθάπερ	καθάπερ	καθάπερ	καθά		n
1@οἱ	οἱ	οἱ	ὁ		n
1@ἀνόητοί	ἀνόητοί	ἀνόητοι			n
1@ποτε	ποτε	ποτέ	ποτε		n
1@ἐπενόουν	ἐπενόουν	ἐπενόουν	ἐπινοέω		n
1@Ἀλωάδαι	Ἀλωάδαι	ἀλωάδαι			n
1@ἡ[2]	ἡ	ἡ	ὁ		n
1@γοῦν	γοῦν	γοῦν	γοῦν		n
1@ψυχὴ	ψυχὴ	ψυχή	ψυχή		n
1@διὰ[2]	διὰ	διά	διά		n
1@φιλοσοφίας	φιλοσοφίας	φιλοσοφίας	φιλοσοφία		n
1@λαβοῦσα	λαβοῦσα	λαβοῦσα	λαμβάνω		n
1@ἡγεμόνα	ἡγεμόνα	ἡγεμόνα	ἡγεμών		n
1@τὸν[3]	τὸν	τόν	ὁ		n
1@νοῦν	νοῦν	νοῦν	νόος		n
1@ἐπεραιώθη	ἐπεραιώθη	ἐπεραιώθη	περαιόω		n
1@καὶ[7]	καὶ	καί	καί		n
1@ἐξεδήμησεν	ἐξεδήμησεν	ἐξεδήμησεν	ἐκδημέω		n
1@ἀκοπίαστόν	ἀκοπίαστόν	ἀκοπίαστον			n
1@τινα	τινα	τινά	τις		n
1@ὁδὸν	ὁδὸν	ὁδόν	ὁδός		n
1@εὑροῦσα	εὑροῦσα	εὑροῦσα	εὑρίσκω		n
1@καὶ[8]	καὶ	καί	καί		n
1@τὰ	τὰ	τά	ὁ		n
1@πλεῖστον	πλεῖστον	πλεῖστον	πλεῖστος		n
1@ἀλλήλων	ἀλλήλων	ἀλλήλων	ἀλλήλων		n
1@ἀφεστῶτα	ἀφεστῶτα	ἀφεστῶτα	ἀφίστημι		n
1@τοῖς[2]	τοῖς	τοῖς	ὁ		n
1@τόποις	τόποις	τόποις	τόπος		n
1@τῇ[2]	τῇ	τῇ	ὁ		n
1@διανοίᾳ	διανοίᾳ	διανοίᾳ	διάνοια		n
1@συνεφρόνησε	συνεφρόνησε	συνεφρόνησε			n
1@ῥᾳδίως	ῥᾳδίως	ῥᾳδίως	ῥᾴδιος		n
1@οἶμαι	οἶμαι	οἶμαι	οἴομαι		n
1@τὰ[2]	τὰ	τά	ὁ		n
1@συγγενῆ	συγγενῆ	συγγενῆ	συγγενής		n
1@γνωρίσασα	γνωρίσασα	γνωρίσασα	γνωρίζω		n
1@καὶ[9]	καὶ	καί	καί		n
1@θείῳ	θείῳ	θείῳ	θεῖος2		n
1@ψυχῆς	ψυχῆς	ψυχῆς	ψυχή		n
1@ὄμματι	ὄμματι	ὄμματι	ὄμμα		n
1@τὰ[3]	τὰ	τά	ὁ		n
1@θεῖα	θεῖα	θεῖα	θεῖος		n
1@καταλαβοῦσα	καταλαβοῦσα	καταλαβοῦσα	καταλαμβάνω		n
1@τοῖς[3]	τοῖς	τοῖς	ὁ		n
1@τε[4]	τε	τέ	τε		n
1@ἀνθρώποις	ἀνθρώποις	ἀνθρώποις	ἄνθρωπος		n
1@προφητεύουσα	προφητεύουσα	προφητεύουσα	προφητεύω		n
1@Τοῦτο	Τοῦτο	τοῦτο	οὗτος		n
1@δ[17]	δ	δ			n
1@ἔπαθε	ἔπαθε	ἔπαθε	πάσχω		n
1@καθ[2]	καθ	καθ			n
1@ὅσον	ὅσον	ὅσον	ὅσος		n
1@οἷόν[2]	οἷόν	οἷον			n
1@τε[6]	τε	τέ	τε		n
1@ἦν[2]	ἦν	ἦν	εἰμί		n
1@πᾶσιν	πᾶσιν	πᾶσιν	πᾶς		n
1@ἀφθόνως	ἀφθόνως	ἀφθόνως	ἄφθονος		n
1@μεταδοῦναι	μεταδοῦναι	μεταδοῦναι	μεταδίδωμι		n
1@βουληθεῖσα	βουληθεῖσα	βουληθεῖσα	βούλομαι		n
1@τῶν[4]	τῶν	τῶν	ὁ		n
1@παρ	παρ	παρ			n
1@αὑτῇ	αὑτῇ	αὑτῇ	ἑαυτοῦ		n
1@τιμίων	τιμίων	τιμίων			n
1@Διὸ	Διὸ	διό			n
1@καὶ[10]	καὶ	καί	καί		n
1@τοὺς	τοὺς	τούς	ὁ		n
1@μετὰ	μετὰ	μετά	μετά		n
1@σπουδῆς	σπουδῆς	σπουδῆς	σπουδή		n
1@διαγράψαντας	διαγράψαντας	διαγράψαντας			n
1@ἡμῖν	ἡμῖν	ἡμῖν			n
1@ἑνὸς	ἑνὸς	ἑνός			n
1@τόπου	τόπου	τόπου	τόπος		n
1@φύσιν	φύσιν	φύσιν	φύσις		n
1@ἢ	ἢ	ἤ	τίη		n
1@μιᾶς	μιᾶς	μιᾶς			n
1@σχῆμα	σχῆμα	σχῆμα	σχῆμα		n
1@πόλεως	πόλεως	πόλεως	πόλις		n
1@ἢ[2]	ἢ	ἤ	ἤ		n
1@ποταμοῦ	ποταμοῦ	ποταμοῦ	ποταμός		n
1@μέγεθος[2]	μέγεθος	μέγεθος	μέγεθος		n
1@ἢ[3]	ἢ	ἤ	ἤ		n
1@ὄρους	ὄρους	ὄρους			n
1@κάλλος	κάλλος	κάλλος	κάλλος		n
1@οἷά	οἷά	οἷα			n
1@τινες	τινες	τινές	τις		n
1@ἤδη	ἤδη	ἤδη	ἤδη		n
1@πεποιήκασι	πεποιήκασι	πεποιήκασι	ποιέω		n
1@φράζοντες	φράζοντες	φράζοντες	φράζω		n
1@οἱ[2]	οἱ	οἱ	ὁ		n
1@μὲν[2]	μὲν	μέν	μέν		n
1@τὴν[6]	τὴν	τήν	ὁ		n
1@Ὄσσαν	Ὄσσαν	ὄσσαν	Ὄσσα		n
1@οἱ[3]	οἱ	οἱ	ὁ		n
1@δὲ[2]	δὲ	δέ	δέ		n
1@τὴν[7]	τὴν	τήν	ὁ		n
1@Νύσαν	Νύσαν	νύσαν	Νύση		n
1@οἱ[4]	οἱ	οἱ	ὁ		n
1@δὲ[3]	δὲ	δέ	δέ		n
1@τὸ[7]	τὸ	τό	ὁ		n
1@Κωρύκιον	Κωρύκιον	κωρύκιον			n
1@ἄντρον	ἄντρον	ἄντρον	ἄντρον		n
1@οἱ[5]	οἱ	οἱ	ὁ		n
1@δὲ[4]	δὲ	δέ	δέ		n
1@ὁτιοῦν	ὁτιοῦν	ὁτιοῦν	ὁτιοῦν		n
1@ἔτυχε	ἔτυχε	ἔτυχε	τυγχάνω		n
1@τῶν[5]	τῶν	τῶν	ὁ		n
1@ἐπὶ	ἐπὶ	ἐπί	ἐπί		n
1@μέρους	μέρους	μέρους	μέρος		n
1@οἰκτίσειεν	οἰκτίσειεν	οἰκτίσειεν			n
1@ἄν[2]	ἄν	ἄν	ἄν		n
1@τις	τις	τὶς	τις		n
1@τῆς	τῆς	τῆς	ὁ		n
1@μικροψυχίας	μικροψυχίας	μικροψυχίας	μικροψυχία		n
1@τό[5]	τό	τό	ὁ		n
1@τυχόντα	τυχόντα	τυχόντα	τυγχάνω		n
1@ἐκπεπληγμένους	ἐκπεπληγμένους	ἐκπεπληγμένους			n
1@καὶ[11]	καὶ	καί	καί		n
1@μέγα	μέγα	μέγα	μέγας		n
1@φρονοῦντας	φρονοῦντας	φρονοῦντας	φρονέω		n
1@ἐπὶ[2]	ἐπὶ	ἐπί	ἐπί		n
1@θεωρίᾳ	θεωρίᾳ	θεωρίᾳ	θεωρία		n
1@μικρᾷ	μικρᾷ	μικρᾷ	μικρός		n
1@Τοῦτο[2]	Τοῦτο	τοῦτο	οὗτος		n
1@δὲ[5]	δὲ	δέ	δέ		n
1@πάσχουσι	πάσχουσι	πάσχουσι	πάσχω		n
1@διὰ[3]	διὰ	διά	διά		n
1@τὸ[8]	τὸ	τό	ὁ		n
1@ἀθέατοι	ἀθέατοι	ἀθέατοι	ἀθέατος		n
1@τῶν[6]	τῶν	τῶν	ὁ		n
1@κρειττόνων	κρειττόνων	κρειττόνων			n
1@εἶναι[3]	εἶναι	εἶναι	εἰμί		n
1@κόσμου	κόσμου	κόσμου	κόσμος		n
1@λέγω	λέγω	λέγω	λέγω		n
1@καὶ[12]	καὶ	καί	καί		n
1@τῶν[7]	τῶν	τῶν	ὁ		n
1@ἐν[4]	ἐν	ἐν	ἐν		n
1@κόσμῳ	κόσμῳ	κόσμῳ	κόσμος		n
1@μεγίστων	μεγίστων	μεγίστων	μέγας		n
1@οὐδέποτε	οὐδέποτε	οὐδέποτε	οὐδέποτε		n
1@γὰρ[2]	γὰρ	γάρ	γάρ		n
1@ἂν	ἂν	ἄν	ἄν		n
1@τούτοις	τούτοις	τούτοις	οὗτος		n
1@γνησίως	γνησίως	γνησίως	γνήσιος		n
1@ἐπιστήσαντες	ἐπιστήσαντες	ἐπιστήσαντες	ἐφίστημι		n
1@ἐθαύμαζόν	ἐθαύμαζόν	ἐθαύμαζον	θαυμάζω		n
1@τι[9]	τι	τὶ	τι		n
1@τῶν[8]	τῶν	τῶν	ὁ		n
1@ἄλλων[2]	ἄλλων	ἄλλων	ἄλλος		n
1@ἀλλὰ[2]	ἀλλὰ	ἀλλά	ἀλλά		n
1@πάντα	πάντα	πάντα	πᾶς		n
1@αὐτοῖς[2]	αὐτοῖς	αὐτοῖς	αὐτός		n
1@τὰ[5]	τὰ	τά	ὁ		n
1@ἄλλα	ἄλλα	ἄλλα	ἄλλος		n
1@μικρὰ	μικρὰ	μικρά			n
1@κατεφαίνετο	κατεφαίνετο	κατεφαίνετο	καταφαίνω		n
1@ἂν[2]	ἂν	ἄν	ἐάν		n
1@καὶ[13]	καὶ	καί	καί		n
1@οὐδενὸς	οὐδενὸς	οὐδενός			n
1@ἄξια	ἄξια	ἄξια	ἄξιος		n
1@πρὸς[2]	πρὸς	πρός	πρός		n
1@τὴν[8]	τὴν	τήν	ὁ		n
1@τούτων	τούτων	τούτων	οὗτος		n
1@ὑπεροχήν	ὑπεροχήν	ὑπεροχήν	ὑπεροχή		n
1@Λέγωμεν	Λέγωμεν	λέγωμεν			n
1@δὴ[2]	δὴ	δή	δή		n
1@ἡμεῖς	ἡμεῖς	ἡμεῖς			n
1@καὶ[14]	καὶ	καί	καί		n
1@καθ[3]	καθ	καθ			n
1@ὅσον[2]	ὅσον	ὅσον	ὅσος		n
1@ἐφικτόν	ἐφικτόν	ἐφικτόν			n
1@θεολογῶμεν	θεολογῶμεν	θεολογῶμεν			n
